@relation Dataset_Weka1

@attribute avr_riseTime_1 numeric
@attribute avr_fallTime_1 numeric
@attribute avr_riseLevel_1 numeric
@attribute avr_fallLevel_1 numeric
@attribute Usuario {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15}

@data
4.75,4.25,158.722457,-86.432329,3
4.25,4.5,154.618394,-88.88918,3
4.5,4,163.395888,-97.792929,3
4.5,4.25,170.143129,-98.202507,3
4.5,4.25,168.52336,-100.750841,3
4.75,4.25,167.060533,-96.51247,3
4.5,4,168.758216,-99.844427,3
4.25,4.5,171.92566,-102.0037,3
4.25,4.75,166.008023,-98.597518,3
4.5,4.5,165.567005,-98.646422,3
4.666667,4,165.862972,-97.476576,3
4.5,4.5,160.751678,-94.532188,3
4.5,4.5,171.235136,-101.444823,3
4.5,4.25,175.325989,-106.286518,3
4,4.25,167.255115,-102.362655,3
4.5,4.25,169.321527,-100.815203,3
4.25,4.25,165.894557,-99.279844,3
4.75,4.25,171.747733,-100.459584,3
4.5,4.5,165.03858,-98.775504,3
5,4,174.46172,-103.51479,3
4.75,4.25,165.996527,-98.67746,3
4.75,4,170.362438,-99.691229,3
4,4.5,168.51081,-105.528921,3
4,4.666667,163.500324,-98.392303,3
4.25,4.75,174.584062,-103.98347,3
4.25,4.5,166.759152,-100.891485,3
4.75,4,172.754075,-99.716651,3
4.25,4.75,165.929207,-99.71647,3
4.5,4,166.839774,-103.91093,3
4.75,4,162.630082,-94.036333,3
4.666667,4.333333,165.360636,-98.393916,3
4.25,4.25,172.594939,-104.396061,3
4.5,4.25,164.885679,-99.779746,3
4,5,161.486405,-97.646754,3
4.5,4.5,162.726683,-94.627166,3
4.666667,4,161.504091,-93.877913,3
4.75,4.25,157.404772,-89.25727,3
4.75,4.25,165.594874,-101.050384,3
4.333333,4,169.941777,-103.28031,3
4.75,4,164.643781,-96.664182,3
4.333333,4.333333,159.996081,-94.571596,3
4.75,4.25,166.495494,-99.363651,3
4.75,4.25,165.033642,-95.264815,3
4.75,4.25,168.030215,-99.947063,3
4.25,4.25,167.880597,-105.999401,3
4.5,4.5,161.907306,-96.710229,3
4.666667,4,169.240806,-103.460625,3
4,4.75,167.744425,-107.343298,3
4.75,4.25,165.314087,-98.589737,3
4.5,4.5,171.067731,-106.758645,3
4.5,4.5,165.598381,-103.546186,3
4.75,4.25,162.029744,-95.832068,3
4,4.5,170.51698,-106.5394,3
4.5,4.5,160.46405,-98.69869,3
4.75,4.25,164.932365,-100.603064,3
4.5,4.25,167.059182,-102.067305,3
4.5,4,170.498335,-105.511495,3
4.333333,4,170.249506,-105.594805,3
4.75,4.25,159.222987,-97.207339,3
4.25,4.5,166.370834,-104.132048,3
4.5,4.5,165.130675,-100.607019,3
4,4.75,166.661265,-108.457674,3
4.666667,4.333333,163.730045,-98.800183,3
5,4,168.104478,-103.311558,3
4.25,4.25,161.483766,-98.480729,3
4.5,4.5,156.791775,-92.389221,3
5,4,161.381327,-97.590691,3
4.75,4,163.090139,-96.798663,3
4.5,4.25,163.84188,-100.086836,3
5,4,162.048051,-97.599464,3
4,5,161.53797,-102.248284,3
4.75,4,168.058066,-103.949197,3
4,4.333333,167.075964,-106.441487,3
4.25,4.75,161.654763,-96.734994,3
4.25,4.75,168.496952,-104.593016,3
4.75,4.25,161.396832,-96.14946,3
4.75,4.25,165.265143,-101.505499,3
4.333333,4.666667,169.123807,-107.136758,3
4.75,4.25,159.547412,-99.104855,3
4.75,4,173.40459,-104.446854,3
4.75,4.25,161.460303,-98.700625,3
4.75,4,175.402924,-112.398872,3
5,4,164.514207,-100.764998,3
4.25,4.5,165.462061,-105.755439,3
4.25,4.25,168.234735,-108.326431,3
4.75,4.25,159.584195,-97.098026,3
5,4,165.639108,-101.876725,3
5,4,167.397411,-99.95108,3
4.333333,4.666667,162.343713,-105.327737,3
4.5,4,166.211637,-100.740552,3
4.75,4,169.172205,-107.173599,3
4.25,4.5,160.642088,-99.546988,3
4.75,4.25,162.433042,-96.831688,3
4.25,4.25,170.221005,-102.700743,3
4,4.25,162.313028,-101.443494,3
4.75,4,156.404739,-96.206219,3
4.25,4.5,154.513168,-95.602485,3
4.75,4.25,157.72402,-98.55134,3
4.75,4.25,154.163784,-91.745166,3
4.333333,4.333333,159.774929,-96.553884,3
4.25,4.75,155.798966,-98.864338,3
4.5,4.5,164.402605,-100.08235,3
4.5,4.25,157.284169,-92.55957,3
4.666667,4.333333,156.504406,-92.71625,3
4.5,4.25,153.998739,-94.40139,3
4.25,4.5,163.666226,-98.306129,3
5,4,155.91672,-92.149313,3
4.5,4,161.981304,-100.782375,3
4.333333,4.666667,157.328654,-95.209258,3
4.75,4.25,157.857439,-91.379143,3
4.75,4,160.467038,-97.583663,3
5,4,158.434094,-93.6581,3
4.5,4.5,153.618973,-94.512315,3
4.666667,4,158.306669,-95.048222,3
4.75,4.25,160.160805,-98.178246,3
4.5,4.5,156.867865,-95.996028,3
4.5,4.25,159.761434,-93.905995,3
4.25,4.5,156.054037,-94.421028,3
4.5,4.5,157.123716,-96.054113,3
4.5,4.25,163.757788,-102.339784,3
4.5,4.25,161.441657,-99.657606,3
4.25,4.75,163.514997,-100.173569,3
4.5,4.5,165.659746,-99.372656,3
4.25,4.25,167.571394,-108.858691,3
4.666667,4,159.682151,-97.183667,3
4.25,4.25,161.612341,-100.749189,3
4.25,4.75,163.41149,-102.761258,3
5,4,156.722867,-93.037693,3
4.666667,4.333333,159.641055,-97.685098,3
4.6,4,163.293904,-99.586669,3
4.25,4.5,161.718701,-103.460191,3
4.5,4.25,152.265858,-85.089622,3
4.25,4.75,165.190017,-97.928254,3
4.5,4.25,162.415147,-97.309553,3
4.5,4.5,156.600147,-97.863541,3
4.5,4.5,151.737524,-91.083277,3
4.5,4,153.90771,-80.305012,3
4,5,163.614029,-100.060559,3
4.25,4.5,164.543067,-100.802664,3
4,4.5,143.318476,-88.469723,3
4.25,4.5,134.615697,-76.646754,3
4.5,4.5,156.743412,-97.846732,3
4.666667,4,148.808964,-89.504467,3
4,4.25,155.416879,-94.886627,3
4.75,4.25,156.490208,-89.908988,3
4.25,4.5,163.90358,-106.099933,3
5,4,163.434235,-98.447051,3
4.75,4.25,163.017622,-96.805215,3
4.75,4.25,155.869857,-96.251274,3
4.5,4.5,167.72763,-103.312673,3
4.75,4,157.099336,-93.372415,3
4.25,4.5,156.791991,-101.136641,3
4.75,4.25,159.805905,-95.284878,3
4.5,4.25,166.395266,-101.575466,3
4.25,4.5,155.292886,-95.120764,3
4.75,4,162.773485,-95.764598,3
4.333333,4.333333,159.68433,-101.07419,3
5,4,163.2292,-96.551773,3
4.25,4.25,159.453864,-101.407378,3
4.5,4,163.38774,-100.014763,3
4.25,4.25,159.89534,-94.633136,3
4.75,4.25,155.50364,-89.282617,3
4.5,4.5,151.512449,-92.647775,3
4.333333,4.333333,150.227337,-91.569787,3
4.5,4,152.711918,-92.36036,3
4.5,4.25,152.740746,-92.086744,3
4.5,4.25,160.093018,-95.843046,3
4.25,4.25,158.656256,-98.574813,3
4.5,4.5,157.126731,-95.693098,3
4.5,4.25,160.050179,-98.883383,3
4.5,4.5,163.479058,-102.411197,3
4.25,4.25,155.044036,-95.121008,3
4.75,4,160.479849,-99.252463,3
4.666667,4,153.199595,-92.272688,3
4,4.75,157.554275,-99.260894,3
4.75,4.25,155.897913,-95.828266,3
4.5,4.25,158.098368,-99.619147,3
4.5,4.25,155.795592,-94.181662,3
4.666667,4.333333,159.604557,-100.066983,3
4.25,4.25,157.492806,-96.029669,3
4.5,4.5,165.673352,-104.716351,3
4.75,4,160.684133,-99.214371,3
4.5,4,158.090644,-97.39385,3
4.75,4.25,151.251801,-86.62274,3
4.25,4.5,157.016094,-93.59468,3
4.5,4.5,164.320053,-101.125601,3
5,4,158.741781,-94.750497,3
4.5,4.5,153.14633,-92.61441,3
4,4.25,160.966344,-103.421807,3
5,4,154.252453,-93.003552,3
4.75,4.25,157.022696,-94.423426,3
4.5,4.25,166.010758,-106.741068,3
4.75,4,153.201671,-93.10534,3
4.666667,4.333333,161.020251,-98.033063,3
4.75,4.25,158.353077,-97.600609,3
4.5,4.5,161.203163,-99.825405,3
4.75,4,158.215869,-96.728473,3
4.75,4.25,155.188723,-96.366518,3
4.5,4.25,158.572381,-97.349642,3
4.75,4.25,156.587809,-97.185218,3
4.75,4.25,156.976975,-95.755222,3
4.5,4,157.947347,-96.053609,3
4.333333,4.666667,161.678331,-98.526967,3
4.75,4,157.496085,-94.968705,3
4.5,4,154.220019,-91.936017,3
4.25,4.5,166.080506,-104.477021,3
4.333333,4.333333,170.932245,-106.501935,3
4,4.25,158.604931,-102.154552,3
4,4.5,155.473947,-100.021737,3
4.25,4.5,153.474433,-98.191983,3
4.666667,4,162.351105,-98.974159,3
4.75,4.25,155.204172,-96.580767,3
4.5,4,156.20586,-96.727968,3
4.666667,4,158.123855,-96.488895,3
4.25,4.75,160.654308,-99.837736,3
4.5,4.5,159.974654,-100.592006,3
4.75,4,156.178696,-95.482129,3
4.25,4.25,163.086231,-98.812997,3
4,4.2,93.6282,-70.883828,4
4,4.2,93.167776,-79.54109,4
2,2,87.347941,-74.768507,4
4,4.4,91.035741,-71.068398,4
4.2,4.2,86.425237,-66.75267,4
2,2,94.102213,-79.364103,4
4.2,4,105.470888,-82.982961,4
2.2,3,103.272034,-83.358651,4
4.25,4,96.055806,-74.553179,4
4.4,4.2,108.083501,-65.250236,4
4,4.4,95.060013,-57.820549,4
4.666667,4,109.24386,-78.392775,4
4.6,4,104.234357,-63.649081,4
4.25,4.25,99.618077,-66.476699,4
4.5,4,109.435414,-72.712948,4
4,4.5,101.919737,-72.428262,4
4.25,4.5,111.015904,-76.759878,4
4,4.8,115.091035,-68.706439,4
4,4.5,125.637722,-78.18399,4
4.2,4.2,119.127016,-79.551465,4
4.5,4.25,107.921132,-70.202053,4
4.5,4,111.805699,-83.869326,4
4,4,104.898306,-83.663015,4
4.25,4.25,100.333901,-72.823957,4
4.5,4.5,114.911223,-76.768246,4
4.5,4.25,139.597107,-84.900176,4
4.25,4.75,117.054346,-88.130312,4
4,4.2,111.905359,-88.463804,4
4.2,4.2,115.414041,-86.486419,4
4.25,4,136.440092,-82.003838,4
4,4.25,115.315172,-53.368013,4
4.2,4.2,107.493357,-53.688562,4
3,2.4,105.687738,-96.460121,4
4.25,4.25,120.730494,-79.899851,4
4.2,4.2,136.261056,-76.870001,4
4,4.5,120.977578,-78.36413,4
4.2,4,107.620606,-88.79157,4
4,4.5,118.032049,-72.917592,4
2,2.25,107.967427,-92.121357,4
4.8,4,107.409568,-77.569577,4
4.2,4.4,103.139112,-84.807167,4
-2.2,-2.6,104.105899,-79.990589,4
4.2,4.4,112.571704,-91.49133,4
4.2,4.2,135.67083,-81.969364,4
4,4,136.196659,-69.015537,4
4.4,4.2,126.190969,-104.25671,4
4,4.2,126.274492,-97.396189,4
4,4,128.16638,-86.191592,4
4,4.25,130.539648,-82.310915,4
4,4.2,124.665428,-93.852468,4
4,4.8,127.612519,-82.53088,4
4.4,4.2,127.149606,-81.542335,4
4.75,4,116.026927,-76.310665,4
4,4.4,134.633961,-52.605886,4
4.25,4.25,137.697706,-68.57472,4
4,4.25,126.554291,-63.671414,4
4.5,4,123.873789,-65.147508,4
4,4.25,120.649531,-61.594316,4
4,4.25,140.96663,-67.952417,4
4.25,4,140.317533,-65.536119,4
4.5,4,134.537452,-67.018164,4
4.2,4.2,134.228502,-66.188844,4
4.25,4.25,136.417819,-77.597854,4
4.2,4.2,125.293047,-79.451151,4
4,4,129.987366,-93.379334,4
4.2,4.6,136.339162,-76.582688,4
4,4.25,121.565897,-66.392994,4
4,4,119.616054,-71.160598,4
4.5,4,112.206878,-53.987876,4
4,4,125.757055,-69.421422,4
4.5,4,121.347396,-58.904918,4
4.2,4.2,136.584002,-66.596333,4
4,4,138.406103,-89.159983,4
4,4.25,123.050619,-82.837115,4
4,4.4,114.277737,-84.891765,4
4.5,4,126.708512,-85.985523,4
4.4,4.2,123.34699,-78.430608,4
4.25,4.25,126.615465,-85.162168,4
4,4.25,116.66916,-73.649045,4
4.2,4.4,118.325313,-74.84189,4
4.5,4.25,112.848972,-82.750058,4
4.5,4,119.603897,-90.206339,4
4.25,4,108.761108,-81.759025,4
4.75,4.25,107.591676,-75.934636,4
4.2,4.6,118.998865,-86.035287,4
4.5,4,117.01298,-84.050453,4
4.25,4,112.427377,-80.916737,4
4,4.25,123.905864,-89.946358,4
4.25,4.25,116.092716,-75.425063,4
4,4.25,115.995377,-85.552485,4
4.25,4.25,117.902137,-71.21306,4
4.5,4.25,116.585363,-67.996308,4
4,4,118.996444,-84.143296,4
4,4.5,126.094919,-95.973037,4
4.2,4.4,118.04793,-85.49204,4
4,4.5,117.974931,-94.282697,4
4.25,4.5,118.605715,-92.513061,4
4,4.25,122.302696,-96.562235,4
4,4.75,116.360716,-91.069663,4
4.25,4.75,112.36784,-86.938265,4
4,4.25,128.459297,-88.597939,4
4,4.25,133.276037,-76.422693,4
4.2,4.6,122.489165,-80.023784,4
4.25,4.25,127.310473,-91.264211,4
4,4,127.306853,-94.929096,4
4.25,4.25,122.671065,-101.837972,4
4.4,4.2,116.188349,-87.105039,4
4,4,121.422804,-93.559069,4
4.25,4.25,113.293669,-88.290135,4
4.5,4.5,131.471088,-71.83141,4
4,4.5,127.216357,-69.103354,4
4,4,133.138945,-73.382463,4
4.25,4,119.048697,-86.103034,4
4,4.25,117.965213,-92.611297,4
4,4.25,120.830816,-72.757864,4
4,4.25,116.612454,-80.176129,4
4.8,4,116.191424,-71.737034,4
4.25,4,119.707618,-72.613516,4
4,4.5,117.565475,-83.402341,4
4.25,4.5,119.257023,-100.794578,4
4,4.4,112.701624,-87.448989,4
4,4.5,110.669428,-84.754818,4
4.5,4.25,113.258269,-92.026379,4
4,4.5,116.379075,-92.829586,4
4.5,4.25,110.053694,-78.909152,4
4.25,4.5,129.264352,-87.254808,4
4.25,4,114.528567,-75.749465,4
4.2,4,90.610577,-65.681804,4
4.2,4.2,126.552844,-88.495811,4
4,4.25,98.709591,-71.968425,4
4,4.2,118.997232,-82.241412,4
4.25,4,112.76165,-86.157368,4
4,4.4,112.845765,-83.262884,4
4,4.25,110.292625,-90.970539,4
4.2,4.4,105.252411,-93.326447,4
4.25,4.25,118.985392,-89.25293,4
4.2,4.4,127.527449,-90.197165,4
4,4.25,136.928612,-90.783073,4
4,4.4,134.835341,-77.758695,4
4.25,4,144.841088,-92.979441,4
4.2,4,111.180009,-76.197538,4
4.5,4,113.812007,-88.420667,4
4.5,4,129.262799,-81.240505,4
4.5,4.25,129.351424,-93.907277,4
4.25,4.5,125.644626,-100.100932,4
4,4.6,129.825543,-95.244332,4
4.25,4.5,110.188719,-94.85037,4
4.25,4.25,121.643796,-77.481035,4
4,4.2,124.792625,-103.07689,4
4,4,126.372271,-78.550044,4
4,4.25,112.335826,-68.739098,4
4.2,4.6,108.071308,-53.095825,4
4,4,128.729647,-83.213509,4
4.5,4,115.54236,-65.975973,4
4.25,4.25,114.259332,-78.387833,4
4.5,4.25,108.216847,-71.933548,4
4.5,4.25,121.231695,-73.104165,4
4.5,4.25,125.068997,-74.178596,4
4.4,4.6,122.038124,-86.980631,4
4,4,124.502658,-83.09029,4
4.5,4.25,124.936255,-94.96953,4
4.5,4.25,116.131452,-92.36943,4
4,4,115.177487,-99.743913,4
4,4.5,119.383732,-81.0117,4
4,4.25,123.081884,-86.897421,4
4.6,4.2,126.172031,-85.554378,4
4.25,4.25,122.251571,-83.571362,4
4.25,4,124.409977,-92.458136,4
4,4,122.242416,-96.786708,4
4.25,4.25,121.594101,-91.017837,4
4,4.6,119.084995,-93.637264,4
4,4.25,127.468926,-95.107965,4
4,4.25,130.23471,-95.821152,4
4.25,4.25,125.191772,-92.82965,4
4,4.25,135.000114,-87.149624,4
4,4.8,130.112401,-86.784189,4
4.25,4.25,129.556624,-84.211399,4
4.5,4,126.899391,-87.267375,4
4.75,4,119.508072,-89.487571,4
4.25,4.5,113.916954,-91.433503,4
4.2,4,115.895065,-94.344141,4
4,4.25,116.667495,-98.749979,4
54.75,-2,113.509562,-96.14807,4
-20.6,4.4,143.46327,-62.366791,4
4,4.6,105.268437,-50.761006,4
4.2,4.4,117.231612,-58.94853,4
2.4,3,87.339136,-42.383612,4
4.25,4.25,130.932883,-37.816071,4
4.25,4.25,130.593434,-26.853492,4
4,4,110.330889,-28.392904,4
4,4,93.129119,-30.045072,4
4,4.2,86.1692,-33.358826,4
4,4,100.76285,-34.099865,4
4,4.25,94.651487,-34.490079,4
4,4,78.509372,-31.780393,4
4,4.2,96.764464,-33.012862,4
4,4.2,108.389351,-18.243597,4
4.25,4.5,118.854889,-32.006217,4
4,4.25,118.539699,-20.401488,4
4,4,114.566457,-20.7993,4
4,4.4,119.572512,-28.029391,4
4,4,115.003125,-21.524179,4
4.25,4,124.702128,-24.568637,4
4.25,4,124.578924,-11.867431,4
4,4.5,132.015052,-10.960285,4
4,4.2,148.930347,-46.333075,4
4,4.25,133.519739,-31.251636,4
4,4.5,124.254655,-24.091708,4
4.5,4.25,119.714118,-35.447761,4
4.2,4,113.917799,-38.533421,4
4,4.5,108.13435,-14.694912,4
4.2,4.4,115.253071,-46.485218,4
4,4,110.455156,-30.109407,4
4.25,4.25,95.099179,-16.426865,4
4,4,107.224677,-19.584286,4
4,4,109.066492,-21.217932,4
4,4.2,102.557036,-28.450945,4
4,4,109.454785,-14.997682,4
4,4.2,96.028989,-19.484984,4
4,4.25,99.876464,-23.226175,4
4,4.2,99.099421,-26.060078,4
4,4.25,103.010173,-26.838148,4
4,4,101.334021,-23.451128,4
4,4,105.528693,-38.334313,4
4,4.5,123.422976,-29.84845,4
4.2,4.2,109.749483,-25.354422,4
4,4.25,107.449045,-28.40287,4
4,4.2,101.496182,-22.614731,4
4.5,4,116.475451,-17.823416,4
4.2,4.2,125.015832,-27.133151,4
4,4,116.941471,-38.758908,4
4,4.4,101.127656,-33.541563,4
4,4,87.221807,-30.192191,4
4,4,84.635943,-30.266504,4
4,4.2,109.302752,-26.02933,4
4.5,4.25,114.287093,-25.649815,4
4,4.6,119.999291,-25.00949,4
4,4,126.034021,-41.875691,4
4.4,4,106.422568,-33.537987,4
4,4.2,106.580944,-43.133479,4
4.25,4,109.489077,-30.981233,4
4.5,4,90.390794,-13.487341,4
4,4.5,101.156749,-26.105036,4
4,4,85.009277,-27.289442,4
4,4.4,92.6441,-35.8843,4
4,4.4,103.697846,-30.475805,4
4.25,4,91.448479,-21.931755,4
4.2,4.6,100.654262,-27.090033,4
4.25,4.25,125.554557,-47.004702,4
4,4.2,101.367457,-35.770604,4
4,4.25,112.257114,-42.663396,4
4.25,4.25,114.46115,-35.747353,4
4.4,4,127.038342,-54.149268,4
4,4,96.425536,-40.455026,4
4.25,4.25,98.238011,-24.980606,4
4,4,100.618477,-36.862887,4
4,4.4,105.52861,-42.917913,4
4,4.25,99.649056,-23.427835,4
4,4.2,108.278365,-32.386152,4
4.25,4,104.474266,-40.414989,4
4.4,4.2,114.938183,-57.409484,4
4,4.25,97.573593,-30.425782,4
4.2,4.2,88.104303,-28.877806,4
4,4.2,88.235771,-20.11498,4
4,4.25,108.904364,-27.687449,4
4,4.25,112.741001,-21.770062,4
4,4.2,104.601308,-12.195719,4
4,4.5,102.166436,-27.038779,4
4.4,4,109.992398,-34.592117,4
4.25,4,112.811815,-39.662864,4
4.25,4,107.104763,-36.969082,4
4.2,4,110.625187,-36.273748,4
4,4.25,116.319246,-46.353731,4
4,4,89.342441,-38.435954,4
4,4,114.969051,-45.124439,4
4,4.4,112.625244,-41.527383,4
4,4.25,104.910031,-29.334531,4
4,4.4,94.575109,-18.658655,4
4,4,104.360892,-32.990443,4
4,4.25,110.517146,-32.662674,4
4,4,112.061472,-31.763325,4
4,4.6,116.345959,-38.749155,4
4,4.25,123.78295,-53.546372,4
4.4,4,134.963532,-76.938573,4
4.2,4.2,94.731829,-59.696136,4
4.2,4.2,104.540001,-51.689154,4
4.25,4,77.939674,-30.040714,4
4.25,4.25,86.247043,-31.599498,4
4,4.2,91.594371,-49.989396,4
4,4.2,105.694272,-61.066946,4
4,4.75,91.908195,-46.894625,4
4.4,4.2,101.849194,-45.599972,4
-53.8,4.2,101.6597,-38.549146,4
4,4.4,108.591414,-21.269901,4
4,4.2,105.678566,-33.300747,4
4.25,4.25,115.159936,-9.875618,4
4.4,4,133.991887,-34.810659,4
-12.8,4.4,154.534585,-48.735696,4
4.333333,4.2,112.525131,-41.801868,4
4,4.333333,126.544364,-40.310088,4
4.2,4.4,120.248174,-52.279218,4
4.333333,4,100.16177,-26.018218,4
4.25,4.166667,134.011185,-49.457986,4
4,4,141.998555,12.322031,4
4.2,4.6,157.146823,-32.4339,4
4,4.2,145.604434,-31.620869,4
4,4.2,123.826821,-22.58522,4
4,4.4,119.274551,-4.886096,4
4,4.2,140.587874,-30.380378,4
4,4.2,117.959509,-13.407412,4
4,4.2,136.857819,-39.102644,4
4.2,4,103.882705,-11.532495,4
4,4.2,118.415894,-10.596619,4
4,4.2,124.281371,-17.620767,4
4,4.4,115.242195,-17.833869,4
3.8,4.2,109.510516,-26.648554,4
4.2,4.2,78.504647,-12.827306,4
4.25,4.2,113.646599,-14.589579,4
4.25,4.25,141.626038,-6.575259,4
4,4.25,117.046189,-14.816347,4
4,4,98.911016,-19.189983,4
4.2,4,78.67818,-15.367582,4
4,4,93.412449,-22.18029,4
4.4,4.2,113.331028,-2.154284,4
4.2,4.2,101.640665,-36.110431,4
4,4,89.48946,-23.481617,4
4,4.2,92.307388,-17.198747,4
4,4,102.917709,-25.853601,4
4,4.2,100.36315,-43.335605,4
4,4.2,119.773659,-48.302632,4
4,4.2,81.199208,-11.858217,4
4,4.2,77.972834,-21.888186,4
4,4.5,155.357489,-129.85248,5
4.25,4.5,153.995366,-130.954806,5
4.25,4.25,151.131369,-130.128094,5
4.25,4.5,147.215149,-129.260503,5
4.75,4,162.352688,-136.725737,5
4.25,4.25,156.058171,-133.940894,5
4.333333,4,155.562581,-132.773091,5
-0.2,4.2,148.807292,-119.813472,5
4.25,4.5,146.36764,-121.6053,5
4.25,4.5,154.797644,-132.830816,5
4.25,4.5,161.147579,-138.797123,5
4.25,4.75,152.921218,-128.28169,5
4.5,4.5,153.82188,-128.833715,5
4.75,4.25,143.155763,-122.775574,5
4.25,4.75,159.446019,-134.460488,5
4.5,4.5,161.40368,-132.564275,5
4.25,4.5,159.03298,-128.124463,5
4.25,4.5,142.000597,-126.271593,5
4.5,4.25,160.50469,-138.305487,5
4.5,4.25,154.215174,-131.583483,5
4.5,4.5,151.041173,-132.455594,5
4.5,4.25,154.631253,-134.882517,5
4.2,4.6,150.545887,-132.239506,5
4.75,4.25,149.961792,-130.006423,5
4,4.75,152.258819,-131.319788,5
4.25,4.25,152.937515,-131.395108,5
4.5,4.5,155.412322,-130.379539,5
4,4.5,152.510336,-131.751842,5
4.5,4.5,156.90415,-132.142292,5
4.75,4.25,151.790387,-127.59813,5
4,4.25,153.610309,-131.143926,5
4.25,4.75,160.323236,-138.6122,5
4.25,4.75,155.053725,-130.25207,5
4.5,4.25,158.597532,-133.543531,5
4.5,4.25,156.123452,-133.267054,5
4.25,4.5,147.894115,-126.635972,5
4.5,4.25,151.18944,-128.54179,5
4,4.5,156.187272,-131.371497,5
4.75,4,155.926873,-131.261752,5
4.6,4.4,160.121654,-128.580375,5
4,4.25,156.97283,-136.501988,5
4.5,4.5,160.387144,-133.589051,5
4.2,4.6,161.915993,-135.810372,5
4.25,4.5,164.029584,-146.498625,5
4.6,4.4,162.433012,-143.019082,5
4.75,4.25,157.715428,-132.960978,5
4.2,4.8,150.120132,-120.777505,5
4.25,4.75,150.13468,-121.533723,5
4.4,4.2,159.018673,-136.89353,5
4.2,4.4,158.011186,-135.356722,5
4.2,4.6,152.486644,-130.227446,5
4.8,4.2,149.382172,-122.410734,5
4.6,4.4,152.519911,-119.74383,5
4.2,4.2,157.604326,-125.040182,5
4,4.8,146.639835,-121.145078,5
4.4,4.4,145.328595,-122.146679,5
4.5,4.166667,150.203351,-123.451226,5
4.6,4.2,138.850033,-112.778294,5
4,4.4,148.854917,-121.059355,5
5,4,145.517978,-116.192799,5
4.6,4.2,142.822125,-115.851744,5
4.6,4.6,161.45278,-129.292132,5
4.5,4.25,149.926473,-113.009347,5
4.2,4.4,145.383865,-117.07948,5
4.5,4,151.873638,-121.425118,5
4.25,4.75,152.130414,-124.359943,5
4.5,4,157.740887,-127.773933,5
4.5,4.5,151.264746,-120.978522,5
4.4,4.4,159.700687,-126.969446,5
4,4,153.405358,-119.174362,5
4,4,163.549195,-126.510496,5
4.333333,4,153.820678,-121.724919,5
4.75,4,157.425025,-118.756387,5
4.5,4,168.991051,-127.665948,5
4.25,4.5,161.367982,-125.489286,5
4.333333,4.333333,160.805711,-123.582742,5
4.5,4,163.999583,-129.70471,5
4.25,4.75,161.047348,-128.612614,5
4.5,4.5,158.410985,-123.001188,5
4.75,4.25,160.113308,-128.28842,5
4.75,4,170.560857,-132.862197,5
4.25,4.25,165.064893,-131.882301,5
4.4,4.6,156.706587,-124.945386,5
4.75,4.25,158.444724,-130.273579,5
4.5,4.25,151.417504,-124.266952,5
4.5,4.25,162.577035,-134.333958,5
4.6,4.4,148.019358,-118.078312,5
4.25,4.5,157.135546,-130.016297,5
4.25,4.25,158.458249,-131.157062,5
4.5,4.5,156.619415,-132.136443,5
4.25,4.25,147.878811,-124.035239,5
4.2,4.2,147.26022,-126.111329,5
4.75,4.25,161.554669,-134.140457,5
4.6,4,153.492388,-121.385007,5
4.75,4,152.51974,-134.233447,5
4.8,4,153.894298,-123.95004,5
4.333333,4.333333,157.290997,-129.541346,5
4,4.5,155.265643,-124.84252,5
4.5,4.5,162.609443,-130.039844,5
4.5,4.25,178.116786,-141.610089,5
4.25,4.25,162.050125,-132.852623,5
4.25,4.75,162.572815,-135.578967,5
4.333333,4.666667,152.869348,-120.517675,5
4.75,4.25,171.174534,-132.121416,5
4.4,4.6,158.356263,-123.774274,5
4.8,4,157.005455,-128.626816,5
4.4,4.4,148.328988,-118.842332,5
4.5,4.25,158.792986,-128.864159,5
4.4,4.2,158.576319,-124.985798,5
4.4,4.2,156.464095,-123.545613,5
4.2,4,147.107723,-117.763074,5
4.4,4.4,152.944485,-120.564052,5
4.6,4.4,160.018489,-127.911177,5
4,4.75,147.758515,-121.351274,5
4.2,4.6,149.715536,-116.452785,5
4.6,4.4,152.635863,-119.956821,5
4.2,4.4,165.415555,-126.070371,5
4.6,4,148.687693,-124.266795,5
4.2,4.6,143.1621,-112.782275,5
4.6,4.4,151.733533,-122.093342,5
4.4,4.2,145.182712,-114.7992,5
4.8,4,149.373844,-116.649092,5
4.25,4.5,151.127134,-119.518964,5
4.4,4.4,155.415488,-117.283058,5
4,4.5,165.035254,-134.259899,5
4.6,4.2,152.814678,-122.086449,5
4.5,4.25,148.564873,-115.997353,5
4.25,4.75,159.603953,-124.9873,5
4.2,4.4,162.477195,-129.004741,5
4.5,4.25,156.402343,-130.171012,5
0.6,4.2,163.80855,-128.794282,5
4.6,4,158.876081,-124.982489,5
4.75,4.25,163.682505,-124.46709,5
4.25,4.75,158.28291,-119.810541,5
4.25,4.25,166.751573,-128.652448,5
4.25,4,159.831146,-123.364262,5
4.25,4.5,160.966662,-128.795747,5
4.5,4.25,153.088036,-118.053987,5
4.25,4.25,171.255707,-134.742577,5
4.5,4.25,170.773262,-139.162371,5
4.25,4.75,161.100782,-129.02936,5
4,4.25,164.914081,-131.353521,5
4.75,4.25,166.323531,-127.648906,5
4.25,4.5,164.41192,-132.902584,5
4.333333,4.333333,162.703213,-126.538317,5
